district,transaction_type,land_shift_area,urban_land_use,main_use,main_building_material,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_category,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
Xinyi District,Premises (land + building),18.25,Address,Resident,Reinforced concrete construction,62.325,45.84,1,1,1,有,無,7000000.0,152705.06108202442,Not Applicable,0.0,0,2019,11,1956.675,1,1,0
Neihu District,Premises (land + building) + parking space,17.93,Quotient,For commercial use,Reinforced concrete construction,92.0,70.47,0,1,2,有,有,15100000.0,214275.5782602526,Ramp machinery,13.81,0,2019,10,1927.0,1,1,1
Zhongshan Area,Land,19.25,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1056440.0,54880.0,Not Applicable,0.0,0,2019,10,2019.0,1,0,0
Neihu District,Premises (land + building) + parking space,27.47,Address,Resident,Reinforced concrete construction,104.0,149.15,2,1,1,有,有,25400000.0,170298.35735836407,Ramp plane,47.15,2600000,2019,09,1915.0,1,1,1
Zhongshan Area,Premises (land + building),4.96,Quotient,Resident,Reinforced concrete construction,95.0,41.86,0,0,1,有,有,8150000.0,194696.607740086,Not Applicable,0.0,0,2019,10,1924.0,1,1,0
Neihu District,Premises (land + building),14.35,Address,Resident,Reinforced concrete construction,70.0,53.47,3,2,2,有,無,5595000.0,104638.11483074621,Not Applicable,0.0,0,2019,10,1949.0,2,1,0
Zhongshan Area,Premises (land + building) + parking space,5.73,Quotient,Resident,Reinforced concrete construction,97.0,75.97,1,1,1,有,有,9850000.0,129656.44333289456,Ramp machinery,39.12,0,2019,10,1922.0,1,1,2
Zhongshan Area,Premises (land + building) + parking space,7.8,Quotient,Resident,See other registration items,108.0,120.81,2,2,1,有,有,35880000.0,296995.2818475292,Ramp plane,29.77,3800000,2019,10,1911.0,1,1,1
Zhongshan Area,Premises (land + building) + parking space,20.16,Quotient,Resident,See other registration items,108.0,263.58,3,2,3,有,有,86360000.0,327642.4614917672,Ramp plane,29.77,4000000,2019,10,1911.0,1,1,1
Zhongshan Area,Premises (land + building),7.67,Quotient,Resident,See other registration items,108.0,91.03,2,2,1,有,有,30580000.0,335933.2088322531,Not Applicable,0.0,0,2019,09,1911.0,1,1,0
Zhongshan Area,Premises (land + building) + parking space,18.85,Quotient,Resident,See other registration items,108.0,252.04999999999998,3,2,2,有,有,75500000.0,299543.74132116645,Ramp plane,29.77,4000000,2019,09,1911.0,1,1,1
Zhongshan Area,Premises (land + building) + parking space,7.8,Quotient,Resident,See other registration items,108.0,120.81,2,2,1,有,有,34800000.0,288055.62453439285,Ramp plane,29.77,2800000,2019,09,1911.0,1,1,1
Zhongshan Area,Land,1.44,Quotient,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1276000.0,886111.1111111111,Not Applicable,0.0,0,2019,10,2019.0,1,0,0
Zhongshan Area,Land,15.5,Quotient,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,13601000.0,877483.8709677419,Not Applicable,0.0,0,2019,10,2019.0,1,0,0
Zhongzheng District,Premises (land + building),3.09,Quotient,For commercial use,Reinforced concrete construction,64.0,24.83,0,1,1,有,有,4980000.0,200563.83407168748,Not Applicable,0.0,0,2019,10,1955.0,9,1,0
Wanhua District,Premises (land + building),0.4,Quotient,See license,Reinforced concrete construction,92.0,34.18,1,1,1,有,有,4900000.0,143358.6892919836,Not Applicable,0.0,0,2019,09,1927.0,1,1,0
Wanhua District,Garage,3.66,Address,Parking space,Reinforced concrete construction,100.0,33.71,0,0,0,有,有,2200000.0,65262.533372886384,Ramp plane,33.71,2200000,2019,10,1919.0,0,0,1
Wanhua District,Premises (land + building) + parking space,9.68,Quotient,Resident,Reinforced concrete construction,108.0,124.80000000000001,2,2,1,有,無,16000000.0,128205.12820512819,Ramp machinery,37.74,1950000,2019,09,1911.0,1,1,1
Wanhua District,Premises (land + building) + parking space,15.6,Quotient,Resident,Reinforced concrete construction,108.0,188.49,3,2,2,有,無,24650000.0,130776.1684970025,Ramp plane,43.59,2050000,2019,10,1911.0,1,1,1
Zhongzheng District,Premises (land + building),45.25,Address,Resident,Reinforced concrete construction,61.72727272727273,137.31,3,2,2,有,無,30880000.0,224892.57883621004,Not Applicable,0.0,0,2019,10,1957.2727272727273,1,1,0
Wenshan District,Premises (land + building),18.22,Address,Resident,Reinforced concrete construction,83.0,76.9,3,1,1,有,有,12900000.0,167750.32509752925,Not Applicable,0.0,0,2019,10,1936.0,1,1,0
Wenshan District,Premises (land + building),45.35,Other,Resident,Reinforced concrete construction,100.0,149.9,4,2,2,有,有,25500000.0,170113.40893929286,Not Applicable,0.0,0,2019,09,1919.0,2,1,0
Wenshan District,Premises (land + building) + parking space,149.94,Address,See other registration items,Reinforced concrete construction,107.0,231.08,4,2,2,有,有,36300000.0,157088.45421499046,Ramp plane,35.02,2500000,2019,09,1912.0,1,1,1
Zhongzheng District,Premises (land + building) + parking space,9.69,Quotient,Resident,Reinforced concrete construction,99.0,81.34,1,1,1,有,有,14400000.0,177034.6692894025,Tower parking,0.0,0,2019,09,1920.0,1,1,1
Wenshan District,Premises (land + building) + parking space,64.46,Address,Resident,Reinforced concrete construction,85.0,171.32,3,2,2,有,有,19500000.0,113822.08732197058,Ramp machinery,0.0,0,2019,09,1934.0,1,1,2
Zhongzheng District,Premises (land + building) + parking space,8.24,Quotient,See other registration items,See other registration items,108.0,95.77,2,1,1,有,有,28580000.0,298423.3058369009,Ramp machinery,13.93,2300000,2019,10,1911.0,2,1,1
Zhongzheng District,Premises (land + building) + parking space,8.24,Quotient,See other registration items,See other registration items,108.0,95.77,2,1,1,有,有,28620000.0,298840.9731648742,Ramp machinery,13.93,2300000,2019,10,1911.0,2,1,1
Zhongzheng District,Premises (land + building),5.72,Quotient,See other registration items,See other registration items,108.0,57.86,1,1,1,有,有,17300000.0,298997.58036640164,Not Applicable,0.0,0,2019,10,1911.0,2,1,0
Zhongzheng District,Premises (land + building),5.94,Quotient,See other registration items,See other registration items,108.0,60.65,2,1,1,有,有,18280000.0,301401.483924155,Not Applicable,0.0,0,2019,10,1911.0,2,1,0
Zhongzheng District,Premises (land + building),6.89,Quotient,See other registration items,See other registration items,108.0,69.9,2,1,1,有,有,19800000.0,283261.80257510726,Not Applicable,0.0,0,2019,10,1911.0,2,1,0
Zhongzheng District,Premises (land + building),5.72,Quotient,See other registration items,See other registration items,108.0,57.61,1,1,1,有,有,16350000.0,283804.8949835098,Not Applicable,0.0,0,2019,10,1911.0,2,1,0
Wenshan District,Premises (land + building) + parking space,34.49,Address,See other registration items,Reinforced concrete construction,108.0,301.3,4,2,2,有,有,46750000.0,155160.96913375374,Ramp plane,93.4,4550000,2018,01,1910.0,1,1,2
Wenshan District,Premises (land + building) + parking space,15.29,Address,See other registration items,Reinforced concrete construction,108.0,137.97,1,1,1,有,有,20000000.0,144959.04906863812,Ramp plane,46.7,2700000,2019,10,1911.0,1,1,1
Wenshan District,Premises (land + building) + parking space,10.5,Address,Resident,Reinforced concrete construction,83.0,72.16,1,1,1,有,有,8460000.0,117239.46784922395,Ramp plane,0.0,0,2019,10,1936.0,1,1,1
Zhongzheng District,Premises (land + building),19.6,Address,Resident,Reinforced concrete construction,70.0,59.41,2,1,2,有,無,6550000.0,110250.79952869887,Not Applicable,0.0,0,2019,09,1949.0,1,1,0
Zhongzheng District,Premises (land + building),19.6,Address,Resident,Reinforced concrete construction,70.0,63.97,4,0,4,有,無,6500000.0,101610.12974831952,Not Applicable,0.0,0,2019,09,1949.0,1,1,0
Wenshan District,Premises (land + building) + parking space,39.24,Address,Resident,Reinforced concrete construction,103.0,199.2,3,2,2,有,有,23700000.0,118975.90361445784,Ramp plane,41.96,0,2019,09,1916.0,3,1,1
Wenshan District,Premises (land + building),29.82,Address,Resident,Reinforced concrete construction,71.0,110.74,3,2,2,有,無,11800000.0,106555.89669496118,Not Applicable,0.0,0,2019,10,1948.0,1,1,0
Zhongzheng District,Premises (land + building),24.85,Address,See other registration items,Reinforced concrete construction,108.0,97.74000000000001,2,2,1,有,無,21300000.0,217925.10742786984,Not Applicable,0.0,0,2019,10,1911.0,1,1,0
Wenshan District,Premises (land + building) + parking space,33.74,Address,Resident,Reinforced concrete construction,99.0,164.55,3,2,2,有,有,18500000.0,112427.83348526283,Ramp machinery,6.81,0,2019,10,1920.0,3,1,1
Wenshan District,Premises (land + building),16.96,Address,Resident,Reinforced concrete construction,62.0625,48.73,1,1,1,有,無,8600000.0,176482.659552637,Not Applicable,0.0,0,2019,10,1956.9375,1,1,0
Wenshan District,Premises (land + building) + parking space,35.61,Address,Resident,Reinforced concrete construction,99.0,180.18,3,2,2,有,有,20578000.0,114208.01420801421,Ramp plane,0.0,0,2019,10,1920.0,1,1,1
Wenshan District,Premises (land + building) + parking space,35.52,Address,Resident,Reinforced concrete construction,99.0,179.66000000000003,3,2,2,有,有,24860000.0,138372.48135366803,Ramp plane,0.0,0,2019,10,1920.0,1,1,1
Wenshan District,Premises (land + building) + parking space,35.8,Address,Resident,Reinforced concrete construction,99.0,181.06,3,2,2,有,有,24238000.0,133867.226333812,Ramp plane,0.0,0,2019,10,1920.0,1,1,1
Wenshan District,Premises (land + building),20.75,Address,Resident,Strengthen brickwork,58.0,46.32,3,2,2,有,無,6000000.0,129533.67875647669,Not Applicable,0.0,0,2019,11,1961.0,1,1,0
Wenshan District,Premises (land + building),37.67,Address,Resident,Reinforced concrete construction,81.0,129.16,4,2,2,有,有,15800000.0,122328.8943945494,Not Applicable,0.0,0,2019,09,1938.0,1,1,0
Datong District,Land,10.0,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,909000.0,90900.0,Not Applicable,0.0,0,2019,10,2019.0,1,0,0
Zhongzheng District,Premises (land + building),6.35,Quotient,Resident,Reinforced concrete construction,75.0,60.47,0,1,1,有,有,9800000.0,162063.83330577146,Not Applicable,0.0,0,2019,10,1944.0,1,1,0
Wanhua District,Premises (land + building),5.57,Quotient,For commercial use,Reinforced concrete construction,84.0,53.36,2,1,1,有,有,7200000.0,134932.53373313343,Not Applicable,0.0,0,2019,10,1935.0,1,1,0
Datong District,Premises (land + building),10.18,Quotient,Resident,Reinforced concrete construction,67.8,36.61,2,0,1,有,無,4900000.0,133843.21223709368,Not Applicable,0.0,0,2019,08,1951.2,1,1,0
Wanhua District,Land,18.87,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,444640.0,23563.328033916267,Not Applicable,0.0,0,2019,10,2019.0,1,0,0
Wanhua District,Premises (land + building),48.62,Address,Resident,Reinforced concrete construction,73.0,216.46,4,3,1,有,無,22400000.0,103483.32255382056,Not Applicable,0.0,0,2019,09,1946.0,1,1,0
Datong District,Premises (land + building),7.39,Quotient,See other registration items,Reinforced concrete construction,100.0,40.6,1,1,1,有,有,12160000.0,299507.38916256157,Not Applicable,0.0,0,2019,10,1919.0,1,1,0
Wanhua District,Premises (land + building),37.05,Address,Resident,Reinforced concrete construction,86.0,210.88,3,2,2,有,有,21580000.0,102333.0804248862,Not Applicable,0.0,0,2019,10,1933.0,2,1,0
Datong District,Land,15.0,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,7000000.0,466666.6666666667,Not Applicable,0.0,0,2019,10,2019.0,1,0,0
Wanhua District,Premises (land + building) + parking space,48.01,Address,Resident,Reinforced concrete construction,102.0,185.47,3,2,2,有,有,25850000.0,139375.640265272,Ramp plane,0.0,0,2019,10,1917.0,1,1,1
Wanhua District,Premises (land + building),45.33,Quotient,See other registration items,Strengthen brickwork,0.0,99.24,6,2,3,有,無,15000000.0,151148.73035066505,Not Applicable,0.0,0,2019,10,2019.0,1,1,0
Wanhua District,Premises (land + building),12.8,Quotient,For commercial use,Reinforced concrete construction,65.0,52.98,2,1,1,有,無,7200000.0,135900.33975084938,Not Applicable,0.0,0,2019,08,1954.0,2,1,0
Zhongzheng District,Premises (land + building) + parking space,23.17,Address,Resident,Reinforced concrete construction,100.0,94.97999999999999,1,1,1,有,有,22800000.0,240050.53695514848,Lifting machinery,0.0,0,2019,08,1919.0,1,1,1
Datong District,Premises (land + building),43.0,Quotient,See license,See license,58.0,130.7,0,0,0,無,無,19550000.0,149579.18898240247,Not Applicable,0.0,0,2019,10,1961.0,1,1,0
Zhongshan Area,Premises (land + building),6.0,Quotient,For commercial use,Reinforced concrete construction,67.0,27.56,1,0,1,有,無,5500000.0,199564.5863570392,Not Applicable,0.0,0,2019,09,1952.0,4,1,0
Zhongshan Area,Premises (land + building),30.25,Address,Resident,Reinforced concrete construction,75.0,113.94,3,2,1,有,無,13000000.0,114095.13779182026,Not Applicable,0.0,0,2019,09,1944.0,1,1,0
Zhongshan Area,Premises (land + building),7.87,Quotient,For commercial use,Reinforced concrete construction,67.0,70.03999999999999,2,1,1,有,有,11280000.0,161050.8280982296,Not Applicable,0.0,0,2019,09,1952.0,1,1,0
Neihu District,Premises (land + building) + parking space,37.28,Address,Resident,Reinforced concrete construction,87.0,83.15,2,1,1,有,有,12680000.0,152495.49007817198,Ramp machinery,0.0,0,2019,10,1932.0,1,1,1
Zhongshan Area,Premises (land + building),25.33,Address,Resident,Strengthen brickwork,57.0,58.78,2,1,1,有,無,8300000.0,141204.49132357945,Not Applicable,0.0,0,2019,10,1962.0,1,1,0
Neihu District,Garage,6.02,work,Parking space,Reinforced concrete construction,95.0,156.74,0,0,0,有,有,10000000.0,63799.923440091865,Ramp plane,156.7,10000000,2019,10,1924.0,0,0,10
Neihu District,Premises (land + building) + parking space,49.97,Address,Resident,Reinforced concrete construction,107.0,111.72,0,0,0,無,無,18500000.0,165592.55281059793,Ramp plane,32.05,0,2019,10,1912.0,2,1,1
Zhongshan Area,Premises (land + building),5.91,Quotient,For commercial use,Reinforced concrete construction,67.0,36.13,1,1,1,有,有,6460000.0,178798.78217547742,Not Applicable,0.0,0,2019,09,1952.0,1,1,0
Neihu District,Premises (land + building) + parking space,15.57,Quotient,Resident,Reinforced concrete construction,107.0,204.41,3,2,2,有,有,37000000.0,181008.7569101316,Ramp plane,41.04,2000000,2019,10,1912.0,1,1,1
Zhongshan Area,Premises (land + building) + parking space,20.0,Address,See other registration items,Reinforced concrete construction,98.0,125.97,1,1,1,有,有,20500000.0,162737.1596411844,Lifting plane,52.51,0,2019,09,1921.0,1,1,1
Neihu District,Premises (land + building) + parking space,9.54,Quotient,Resident,Reinforced concrete construction,107.0,136.0,1,1,1,有,有,20850000.0,153308.82352941178,Ramp machinery,41.04,2200000,2019,10,1912.0,1,1,2
Xinyi District,Garage,0.45,Quotient,Parking space,Reinforced concrete construction,94.0,38.68,0,0,0,有,有,2900000.0,74974.14684591521,Ramp plane,0.0,2900000,2019,10,1925.0,0,0,1
Nangang District,Premises (land + building),30.2,Address,Resident,Reinforced concrete construction,75.71428571428571,120.58,3,2,2,有,無,10000000.0,82932.4929507381,Not Applicable,0.0,0,2019,10,1943.2857142857142,4,1,0
Xinyi District,Premises (land + building),24.75,Address,Resident,Reinforced concrete construction,67.0,82.58,3,2,2,有,無,11000000.0,133204.1656575442,Not Applicable,0.0,0,2019,10,1952.0,1,1,0
Songshan District,Premises (land + building),33.0,Other,Resident,Reinforced concrete construction,72.0,255.97,4,3,2,有,有,69800000.0,272688.2056490995,Not Applicable,0.0,0,2019,06,1947.0,1,2,0
Xinyi District,Premises (land + building),25.99,Address,Resident,Reinforced concrete construction,76.0,108.39,3,2,2,有,無,12800000.0,118092.07491466003,Not Applicable,0.0,0,2019,09,1943.0,2,1,0
Nangang District,Premises (land + building) + parking space,49.98,Address,Resident,Steel reinforced concrete construction,103.0,301.79999999999995,3,2,2,有,有,65000000.0,215374.42014579196,Ramp plane,55.14,0,2019,09,1916.0,1,1,2
Nangang District,Premises (land + building) + parking space,34.78,Address,Resident,Reinforced concrete construction,101.0,316.45000000000005,4,2,2,有,有,46200000.0,145994.62790330223,Ramp plane,71.84,0,2019,08,1918.0,1,1,2
Songshan District,Premises (land + building),11.84,Quotient,For commercial use,Reinforced concrete construction,70.0,114.75999999999999,1,2,1,有,有,21000000.0,182990.58905542002,Not Applicable,0.0,0,2019,10,1949.0,1,1,0
Songshan District,Premises (land + building) + parking space,57.96,Address,Resident,Reinforced concrete construction,98.0,211.53,4,2,2,有,有,48000000.0,226918.16763579633,Ramp plane,0.0,0,2019,09,1921.0,1,1,1
Songshan District,Premises (land + building),4.31,Quotient,Resident,Reinforced concrete construction,98.0,49.0,1,1,1,有,有,13500000.0,275510.20408163266,Not Applicable,0.0,0,2019,10,1921.0,2,1,0
Songshan District,Premises (land + building),12.87,Quotient,For commercial use,Reinforced concrete construction,76.0,131.32999999999998,0,0,0,無,有,27330000.0,208101.72847026578,Not Applicable,0.0,0,2019,09,1943.0,1,1,0
Xinyi District,Premises (land + building),7.76,Address,Resident,Reinforced concrete construction,85.0,32.839999999999996,1,1,1,有,有,10800000.0,328867.2350791718,Not Applicable,0.0,0,2019,10,1934.0,2,1,0
Songshan District,Premises (land + building) + parking space,27.61,Address,Resident,Reinforced concrete construction,70.0,171.7,3,2,2,有,有,33000000.0,192195.69015725103,Other,41.65,0,2019,09,1949.0,1,2,1
